"CODE","NAME_KZ","NAME_RU"
"16111401","Құрылысқа салынған инвестициялардың жалпыреспубликалық көлеміндегі өңірлердің үлес салмағы ","Удельный вес регионов в общереспубликанском объеме инвестиций в строительство"
"161115","Халықтың жан басына шаққанда негізгі капиталға салынған инвестициялар","Инвестиции в основной капитал на душу населения"
"161117","Ақпарат және байланысқа негізгі капиталға салынған инвестициялардың жалпы көлеміндегі үлес салмағы","Удельный вес в общем объеме инвестиций в основной капитал в информацию и связь"
"161119","Негізгі капиталға салынған инвестициялардың жалпы көлеміндегі ішкі инвестициялардың үлесі","Доля внутренних инвестиций в общем объеме инвестиций в основной капитал"
"161120","Негізгі капиталға салынған инвестициялардың жалпы көлеміндегі сыртқы инвестициялардың үлесі","Доля внешних инвестиций в общем объеме инвестиций в основной капитал"
"161201","Негізгі капиталға салынған инвестициялардың нақты көлем индекстері","Индексы физического объема инвестиций в основной капитал"
"16120101","инвесторлардың экономикалық қызмет түрлері бойынша негізгі капиталға салынған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций в основной капитал по видам экономической деятельности инвесторов"
"161201011","мемлекеттік бюджеттен инвестицияларды қоспағанда, негізгі капиталға салынған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций в основной капитал  за исключением инвестиций из государственного бюджета  "
"16120102","пайдалану бағыттары бойынша негізгі капиталға салынған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций в основной капитал по направлениям использования"
"161201021","кен өндіру секторында негізгі капиталға салынған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций в основной капитал в горнодобывающем секторе"
"161201022","кен өндіру секторынан басқа,  негізгі капиталға салынған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций в основной капитал, кроме горнодобывающего сектора"
"16120103","ішкі инвестициялардың нақты көлем индексі","индекс физического объема внутренних инвестиций"
"16120104","сыртқы инвестициялардың нақты көлем индексі","индекс физического объема внешних инвестиций"
"161202","Шығындардың түрлері бойынша негізгі капиталға салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиций в основной капитал по видам затрат"
"16120202","қоршаған ортаны қорғауға бағытталған инвестициялардың нақты көлем индексі","индекс физического объема инвестиций, направленных на охрану окружающей среды"
"161203","Тұрғын үй құрылысына салынған инвестициялардың  нақты көлем индексі","Индексы физического объема инвестиций в жилищное строительство"
"161204","Өңдеу өнеркәсібінің негізгі капиталына салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиций в основной капитал обрабатывающей промышленности"
"161205","Тамақ өнімдерінің өндірісіне негізгі капиталға салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиции в основной капитал в производство продуктов питания"
"161206","Ауыл шаруашылығының негізгі капиталына салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиции в основной капитал в сельское хозяйство"
"161207","Халықтың жан басына шаққандағы негізгі капиталға салынған инвестициялардың  нақты көлем индексі","Индекс физического объема инвестиций в основной капитал на душу населения"
"161209","АКТ секторын ұйымдастыруға негізгі капиталға салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиции в основной капитал организаций сектора ИКТ"
"161210","Ақпарат және байланысқа негізгі капиталға салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиции в основной капитал в информацию и связь"
"161211","Ғылыми зерттеулер мен әзірлемелердің негізгі капиталына салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиции в основной капитал в научные исследования и разработки"
"161212","Пайдалану бағыттары бойынша құрылысқа салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиций в строительство по направлениям использования"
"161213","Мемлекеттік бюджеттен инвестицияларды қоспағанда, шикізаттық емес секторының негізгі капиталына салынған инвестициялардың нақты көлем индексі","Индекс физического объема инвестиций в основной капитал несырьевого сектора за исключением инвестиций из государственного бюджета"
"161301","Коммерциялық тұрғын үйдің құрылыс объектілері","Объекты строительства коммерческого жилья"
"161302","Коммерциялық тұрғын үйдің салынып жатқан  объектілері","Строящиеся объекты коммерческого жилья"
"16130201","салынып жатқан тұрғын үйдің жалпы алаңы","общая площадь строящегося жилья"
"16130202","тұрғын үйлердегі кіріктіре-жапсарластыра салынған үй-жайлардың жалпы алаңы","общая площадь встроенно-пристроенных помещений в жилых домах"
"16130203","тұрғын үйлерде сатып алынған кіріктіре-жапсарластыра салынған үй-жайлардың саны","количество выкупленных встроенно-пристроенных помещений в жилых домах"
"16130204","коммерциялық тұрғын үй құрылысының сметалық құны","сметная стоимость строительства коммерческого жилья"
"16130206","салынып жатқан коммерциялық үйлердің жалпы алаңындағы 1 шаршы метрінің  құны (кіріктіре-жапсарластыра салынған үй-жайларсыз)","стоимость 1 кв.м общей площади строящихся коммерческих жилых зданий (без встроенно-пристроенных помещений)"
"16130207","салынып жатқан коммерциялық үйлердегі пәтерлердің жалпы алаңының 1 шаршы метрінің құны (кіріктіре-жапсарластыра салынған үй-жайларсыз)","стоимость 1 кв.м общей площади квартир в строящихся коммерческих жилых зданиях (без встроенно-пристроенных помещений)"
"16130208","салынып жатқан коммерциялық тұрғын үйлердегі пәтерлер саны","количество квартир в строящихся коммерческих жилых домах"
"16130209","салынып жатқан коммерциялық тұрғын үйлердегі пәтерлердің сметалық құны","сметная стоимость квартир в строящихся коммерческих жилых домах"
"16130210","есепті кезеңде нақты игерілгені","фактически освоено за отчетный период"
"16130211","үйлер құрылысының сметалық құны (кіріктіре-жапсарластыра салынған үй-жайларсыз)","сметная стоимость строительства домов (без встроенно-пристроенных помещений)"
"161303","Құрылысы басталған коммерциялық тұрғын үй объектілері","Объекты коммерческого жилья, на которых начато строительство"
"161304","Коммерциялық үйдің берілген объектілері","Введенные объекты коммерческого жилья"
"161401","Жаңа негізгі құралдарды пайдалануға беру","Ввод в эксплуатацию новых основных средств"
"162101","Орындалған құрылыс жұмыстарының (қызметтерінің) көлемі","Объем выполненных строительных работ (услуг)"
"16210101","Мемлекеттік бағдарламаларды жүзеге асыру шеңберінде орындалған құрылыс жұмыстарының (көрсетілген қызметтерінің) көлемі","Объем строительных работ (услуг) выполненных в рамках реализации государственных программ"
"162102","Тұрғын үй құрылысында орындалған құрылыс жұмыстарының көлемі","Объем строительных работ, выполненных на жилищном строительстве"
"162104","Құрылыс қызметін жүзеге асыратын ұйымдар, кәсіпорындар саны","Количество предприятий, организаций, осуществляющих строительную деятельность"
"16210401","Мердігерлік құрылыс ұйымдарының саны","Количество  подрядных строительных организаций"
"162107","Құрылыс жұмыстарының нақты көлем индексі","Индекс физического объема строительных работ"
"162108","тұрғын үй құрылысында орындалған құрылыс жұмыстарының көлемінің нақты көлем индекстері","индекс физического объема строительных работ, выполненных на жилищном строительстве"
"162109","Құрылыс қызметін жүзеге асыратын ұйымдар және кәсіпорындар санының нақты көлем индексі","Индекс физического объема количества предприятий и организаций осуществляющих строительную деятельность"
"16210901","мердігерлік құрылыс ұйымдарының санының нақты көлем индексі","индекс физического объема количества подрядных строительных организаций"
"162110","Құрылыс жұмыстарының жалпы көлеміндегі үлес салмағы","Удельный вес в общем объеме строительных работ"
"162111","Құрылыс жұмыстарының республикалық көлеміндегі өңірдің құрылыс жұмыстары көлемінің үлес салмағы","Удельный вес объема строительных работ региона в республиканском объеме строительных работ"
"162113","Құрылыс жұмыстарының жалпы көлемінде жұмыс түрлерінің үлес салмағы","Удельный вес видов работ в общем объеме строительных работ"
"162114","Салынып жатқан объектілердің түрлері бойынша орындалған құрылыс жұмыстарының (көрсетілген қызметтерінің) көлеміндегі жалпы үлес салмағы","Удельный вес по видам строящихся объектов в общем объеме выполненных строительных работ (услуг) "
"162117","Құрылыс жұмыстарының жалпы көлемінде тұрғын үй құрылысында орындалған  құрылыс жұмыстарының үлес салмағы","Удельный вес строительных работ, выполненных на жилищном строительстве в общем объеме строительных работ"
"162118","Құрылыс жұмыстарының республика көлеміне тұрғын үй құрылысында орындалған  құрылыс жұмыстарының үлес салмағы","Удельный вес строительных работ, выполненных на жилищном строительстве к республиканскому объему строительных работ"
"162125","«Жасыл» құрылыста орындалған құрылыс жұмыстарының көлемі ","Объем строительных работ, выполненных на «зеленом» строительстве "
"162127","Салынып жатқан объектілер түрлері бойынша орындалған құрылыс жұмыстарының (көрсетілген қызметтерінің) көлемі","Объем выполненных строительных работ (услуг) по видам строящихся объектов"
"162129","«Жасыл» құрылыста орындалған құрылыс жұмыстарының нақты көлем индексі","Индекс физического объема строительных работ, выполненных на «зеленом» строительстве"
"162130","Объектілер бойынша орындалған құрылыс жұмыстарының көлемі","Объем выполненных строительных работ по объектам"
"162131","Құрылыс жұмыстарының ірілендірілген түрлері бойынша заттай мәнде орындалған құрылыс жұмыстарының көлемі ","Объем строительных работ (услуг) выполненных по укрупненным видам строительных работ в натуральном выражении"
"162132","Құрылыс жұмыстарының ірілендірілген түрлері бойынша құндық мәнде орындалған құрылыс жұмыстарының көлемі ","Объем строительных работ (услуг) выполненных по укрупненным видам строительных работ в стоимостном выражении"
"162136","Тұрғын емес ғимараттарда орындалған құрылыс жұмыстарының нақты көлем индексі","Индекс физического объема строительных работ выполненных на нежилых зданиях"
"162137","Имараттарда орындалған құрылыс жұмыстарының нақты көлем индексі","Индекс физического объема строительных работ выполненных на сооружениях"
"163101","Жаңа ғимараттардың саны","Количество новых зданий"
"16310201","жаңа ғимараттардың жалпы құрылыс көлемі","общий строительный объем новых зданий"
"16310301","пайдалануға берілген жаңа ғимараттардың жалпы алаңы","общая площадь введенных в эксплуатацию новых зданий"
"163104","Кіріктіре-жапсарластыра салынған үй-жайлары бар пайдалануға берілген объектілер құрылысының нақты құны","Фактическая стоимость строительства введенных в эксплуатацию объектов со встроенно-пристроенными помещениями"
"163105","Пайдалануға берілген объектілер құрылысының нақты құны","Фактическая стоимость строительства введенных в эксплуатацию объектов"
"16310501","пайдалануға берілген жаңа объектілер құрылысының нақты құны","фактическая стоимость строительства введенных в эксплуатацию новых объектов"
"163201","Пайдалануға берілген тұрғын үйлердегі пәтерлер саны","Количество квартир во введенных в эксплуатацию жилых домах"
"163202","Пайдалануға берілген тұрғын үйлердегі пәтерлердің жалпы алаңы","Общая площадь квартир во введенных в эксплуатацию жилых домах"
"163204","Пайдалануға берілген пәтерлердің орташа мөлшері","Средний размер введенных в эксплуатацию квартир"
"16320401","жеке құрылысшылармен пайдалануға берілген пәтерлердің орташа мөлшері","средний размер введенных в эксплуатацию квартир индивидуальными застройщиками"
"163206","Пайдалануға берілген тұрғын ғимараттардың жалпы алаңы","Общая площадь введенных в эксплуатацию жилых зданий"
"16320601","пайдалануға берілген жаңа тұрғын ғимараттардың жалпы алаңы","общая площадь введенных в эксплуатацию новых жилых зданий"
"163207","Пайдалануға берілген тұрғын ғимараттардың пайдалы алаңы","Полезная площадь введенных в эксплуатацию жилых зданий"
"16320702","пайдалануға берілген жаңа тұрғын ғимараттардың пайдалы алаңы","полезная площадь введенных в эксплуатацию новых жилых зданий"
"163210","Тұрғын үйлердің  (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда) жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","Средние фактические затраты на строительство 1 кв.м общей площади жилых домов (без специализированных и других жилых зданий)"
"16321001","халық салған тұрғын үйлердің (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда) жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","средние фактические затраты на строительство 1 кв.м общей площади жилых домов построенных населением (без специализированных и других жилых зданий)"
"16321002","халық салған тұрғын үйлерсіз (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда), жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","средние фактические затраты на строительство 1 кв.м общей площади без жилых домов, построеннных населением (без специализированных и других жилых зданий)"
"163211","Тұрғын үйлердің  (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда) пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","Средние фактические затраты на строительство 1 кв.м полезной площади жилых домов (без специализированных и других жилых зданий)"
"16321101","халық салған тұрғын үйлердің (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда) пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","средние фактические затраты на строительство 1 кв.м полезной площади жилых домов построенных населением (без специализированных и других жилых зданий)"
"16321102","халық салған тұрғын үйлерсіз (мамандандырылмаған және басқа да тұрғын ғимараттарды қоспағанда), пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындар","средние фактические затраты на строительство 1 кв.м полезной площади без жилых домов, построеннных населением (без специализированных и других жилых зданий)"
"163212","Халықтың 1000 адамына шаққанда  тұрғын үйлердің жалпы алаңын пайдалануға беру","Ввод в эксплуатацию общей площади жилых домов в рачете на 1000 человек населения"
"163213","Пайдалануға берілген тұрғын ғимараттардың жалпы алаңының нақты көлем индексі","Индекс физического объема общей площади введенных в эксплуатацию жилых зданий"
"16321301","жеке құрылыс салушылармен пайдалануға берілген тұрғын ғимараттардың жалпы алаңының нақты көлем индексі","индекс физического объема общей площади введенных в эксплуатацию жилых зданий индивидуальными застройщиками"
"163215","Пайдалануға берілген жаңа ғимараттардың нақты көлем индексі","Индекс физического объема введенных в эксплуатацию новых зданий"
"163216","Пайдалануға берілген жаңа ғимараттардың жалпы құрылыс көлемінің нақты көлем индексі","Индекс физического объема по строительному объему введенных в эксплуатацию новых зданий"
"163217","Пайдалануға берілген жаңа ғимаратттардың жалпы алаңының нақты көлем индексі","Индекс физического объема общей площади введенных в эксплуатацию новых зданий"
"16321701","пайдалануға берілген жаңа тұрғын үй ғимараттарының жалпы алаңының нақты көлем индексі","индекс физического объема общей площади введенных в эксплуатацию новых жилых зданий"
"163219","Тұрғын үйлердің жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на  строительство 1 кв.метра общей площади жилых домов"
"16321901","Халық салған тұрғын үйлерді қоспағанда, тұрғын үйлердің жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на строительство 1 кв.метра общей площади жилых домов, без жилых домов построенных населением"
"16321902","Халық салған тұрғын үйлердің жалпы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на строительство 1 кв.метра общей площади жилых домов, построенных населением"
"163220","Пайдалануға берілген тұрғын ғимараттардың пайдалы алаңының нақты көлем индексі","Индекс физического объема полезной площади введенных в эксплуатацию жилых зданий"
"16322001","жеке құрылыс салушылармен пайдалануға берілген тұрғын ғимараттардың пайдалы алаңының нақты көлем индексі","индекс физического объема полезной площади введенных в эксплуатацию жилых зданий индивидуальными застройщиками"
"163221","Пайдалануға берілген пәтерлердің нақты көлем индексі","Индекс физического объема введенных в эксплуатацию квартир"
"16322101","жеке құрылыс салушылармен пайдалануға берілген пәтерлердің нақты көлем индексі","индекс физического объема введенных в эксплуатацию квартир индивидуальными застройщиками"
"163222","Тұрғын үйлердің пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на строительство 1 кв.метра полезной площади жилых домов"
"16322201","Халық салған тұрғын үйлерді қоспағанда, тұрғын үйлердің пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на строительство 1 кв.метра полезной площади жилых домов, без жилых домов построенных населением"
"16322202","Халық салған тұрғын үйлердің пайдалы алаңының 1 шаршы метр құрылысына орташа нақты шығындарының нақты көлем индексі","Индекс физического объема средних фактических затрат на строительство 1 кв.метра полезной площади жилых домов, построенных населением"
"163223","Объектілер құрылысының нақты құнының нақты көлем индексі","Индекс физического объема фактической стоимости строительства объектов"
"163224","Пайдалануға берілген объектілердің нақты көлем индексі","Индекс физического объема введенных в эксплуатацию объектов"
"163225","Халықтың 1000 адамына шаққанда пайдалануға тұрғын үйлердің пайдалы алаңын пайдалануға беру","Ввод в эксплуатацию полезной площади жилых домов в расчете на 1000 человек населения"
"163226","Халықтың 1000 адамына шаққанда пайдалануға берілген тұрғын үйлердің жалпы алаңының нақты көлем индексі","Индекс физического объема общей площади введенных в эксплуатацию жилых домов в расчете на 1000 человек населения"
"163227","Халықтың 1000 адамына шаққанда пайдалануға берілген тұрғын үйлердің пайдалы алаңының нақты көлем индексі","Индекс физического объема полезной площади введенных в эксплуатацию жилых домов в расчете на 1000 человек населения"
"163228","Абаттандырудың барлық түрлерімен жабдықталған тұрғын ғимараттардың саны","Количество жилых зданий, оборудованных всеми видами благоустройства"
"163301","Түрлері бойынша тұрғын үйлердің пайдалануға берілген жалпы алаңы","Введено в эксплуатацию общей площади жилья по типам"
"163302","Түрлері бойынша тұрғын үйлердің пайдалануға берілген пайдалы алаңы","Введено в эксплуатацию полезной площади жилья по типам"
"163303","Түрлері бойынша пайдалануға берілген тұрғын үйлердегі пәтерлер саны","Количество квартир во введенных в эксплуатацию жилых домах по типам"
"163401","Ипотекалық кредит беру жүйесі бойынша сатуға жататын тұрғын үйлердің жалпы алаңы","Общая площадь жилых домов подлежащих по системе ипотечного кредитования"
"163402","Ипотекалық кредит беру жүйесі бойынша сатуға жататын тұрғын үйлердің пайдалы алаңы","Полезная площадь жилых домов подлежащих по системе ипотечного кредитования"
"163403","Ипотекалық кредит беру жүйесі бойынша сатуға жататын тұрғын үй құрылысының нақты құны","Фактическая стоимость строительства жилых домов подлежащих по системе ипотечного кредитования"
"163404","Ипотекалық кредит беру жүйесі бойынша сатуға жататын көп пәтерлі тұрғын үйлердегі пәтерлер саны","Количество квартир в многоквартирных жилых домах подлежащих по системе ипотечного кредитования"
"163501","Пайдалануға берілген жалпы білім беретін мектептер саны","Количество введенных в эксплуатацию общеобразовательных школ"
"163502","Пайдалануға берілген жалпы білім беретін мектептердегі оқушы орындарының саны","Количество ученических мест во введенных в эксплуатацию образовательных школах"
"163503","Пайдалануға берілген мектепке дейінгі ұйымдар саны","Количество введенных в эксплуатацию дошкольных организаций"
"163504","Пайдалануға берілген мектепке дейінгі ұйымдардағы орындар саны","Количество мест во введенных в эксплуатацию дошкольных организациях"
"163505","Пайдалануға берілген ауруханалар саны","Количество введенных в эксплуатацию больниц"
"163506","Пайдалануға берілген ауруханалардағы төсек  саны","Количество коек во введенных в эксплуатацию больницах"
"163507","Пайдалануға берілген амбулаториялық-емханалық ұйымдардың саны","Количество введенных в эксплуатацию амбулаторно-поликлинических организаций"
"163508","Пайдалануға берілген амбулаториялық-емханалық ұйымдардағы ауысымдағы келіп кетулер саны","Количество посещений в смену во введенных в эксплуатацию амбулаторно-поликлинических организаций"
"163601","Тұрғын емес мақсаттағы объектілер бойынша қуаттарды пайдалануға беру","Ввод в эксплуатацию мощностей по объектам нежилого назначения"
"16360101","құрылыс материалдарын өндіру бойынша қуаттарды пайдалануға беру","ввод в эксплуатацию мощностей по производству строительных материалов"
"163602","Пайдалануға берілген объектілердің саны","Количество введенных в эксплуатацию объектов"
"16360201","пайдалануға берілген тұрғын мақсаттағы объектілердің саны","количество введенных в эксплуатацию объектов жилого назначения"
"16360202","пайдалануға берілген тұрғын емес мақсаттағы объектілердің саны","количество введенных в эксплуатацию объектов нежилого назначения"
"164101","Құрылыс-монтаж жұмыстарын жүргізуді бастауға ұсынылған хабарламалардың саны","Количество представленных уведомлений на начало производства строительно-монтажных работ"
"164102","Құрылыс-монтаж жұмыстарын жүргізе бастағаны туралы ұсынылған хабарламалар бойынша объектілердің сметалық құны","Сметная стоимость объектов по представленным уведомлениям на начало производства строительно-монтажных работ"
"164103","Құрылыс-монтаж жұмыстарын жүргізуді бастауға ұсынылған хабарламалар бойынша объектілердің жалпы ауданы","Общая площадь объектов по представленным уведомлениям на начало производства строительно-монтажных работ"
"164104","Құрылыс-монтаж жұмыстарын жүргізуді бастауға ұсынылған хабарламалар бойынша пәтерлердің жалпы ауданы","Общая площадь квартир по представленным уведомлениям на начало производства строительно-монтажных работ"
"164105","Құрылыс-монтаж жұмыстарын жүргізе бастағаны туралы ұсынылған хабарламалар бойынша жалпы алаңның 1 шаршы метрінің  сметалық құны","Сметная стоимость 1 кв.м общей площади объектов представленных уведомлений на начало производства строительно-монтажных работ"
"164106","Бар ғимаратқа жапсаржайлар құрылысына ұсынылған хабарламалар саны","Количество представленных уведомлений на строительство пристроек к существующему зданию"
"164107","Құрылыс-монтаж жұмыстарын жүргізе бастағаны туралы ұсынылған хабарламалар бойынша жапсаржайлардың сметалық құны","Сметная стоимость пристроек по представленным уведомлениям на начало производства строительно-монтажных работ"
"164108","Құрылыс-монтаж жұмыстарын жүргізуді бастауға ұсынылған хабарламалар бойынша жапсаржайлардың жалпы ауданы","Общая площадь пристроек по представленным уведомлениям на начало производства строительно-монтажных работ"
"164109","Құрылыс-монтаж жұмыстарын жүргізе бастағаны туралы ұсынылған хабарламалар бойынша жапсаржайлардың жалпы алаңының 1 шаршы метрінің сметалық құны","Сметная стоимость 1 кв.м общей площади пристроек по представленным уведомлениям на начало производства строительно-монтажных работ"
"164110","Ғимараттар түрі өзгеруінің сипаттамасы","Характеристика вида изменения здания"
"164111","Бар ғимараттардағы құрылыс шаралар тұрғыннан тұрғын емеске ғимаратты пайдалану","Строительные мероприятия на существующем здании использования здания из жилого в нежилое"
"164112","Бар ғимараттардағы құрылыс шаралар тұрғын еместен тұрғынға ғимаратты пайдалану","Строительные мероприятия на существующем здании использования здания из нежилого в жилое"
"164113","Бар ғимараттардағы құрылыс шаралар тұрғын емес ғимараттардағы өзгерістер","Строительные мероприятия на существующем здании изменения в нежилых зданиях"
"164115","Ұсынылған хабарламалардың үлес салмағы","Удельный вес представленных уведомлений"
"164116","Сметалық құны бойынша ұсынылған хабарламалардың үлес салмағы","Удельный вес представленных уведомлений по сметной стоимости"
"164201","Ұсынылған хабарламалардың саны","Количество представленных уведомлений "
"16420101","жапсаржайлардың құрылысына ұсынылған хабарламалардың саны","количество представленных уведомлений на строительство пристроек"
