"CODE","NAME_KZ","NAME_RU"
"211203","Қызығушылықтары бойынша қолданбалы шығармашылық және қолданбалы білім үйірмелеріне, курстарға,  әуесқойлар бірлестіктер мен клубтарға қатысушылар саны","Число участников кружков, курсов прикладного творчества и прикладных знаний, любительских объединений и клубы по интересам"
"21120301","балаларға арналған қызығушылықтары бойынша қолданбалы шығармашылық және қолданбалы білім үйірмелеріне, курстарға,  әуесқойлар бірлестіктер мен клубтарға қатысушы-балалар саны","число детей-участников кружков, курсов прикладного творчества и прикладных знаний, любительских объединений и клубы по интересам для детей"
"211204","Жанрлары бойынша көркемөнерпаздар шығармашылығы ұжымдарының саны","Число коллективов самодеятельного творчества по жанрам"
"21120401","жанрлары бойынша балалар көркемөнерпаздар шығармашылығы ұжымдарының  саны","число детских коллективов самодеятельного творчества по жанрам"
"211205","Жанрлары бойынша көркемөнерпаздар шығармашылығының ұжымдарына қатысушылар саны","Число участников коллективов самодеятельного творчества по жанрам"
"21120501","жанрлары бойынша көркемөнерпаздар шығармашылығының ұжымдарына қатысушы балалар саны","число детей-участников коллективов самодеятельного творчества по жанрам"
"211206","Клуб типтес мәдениет мекемелерімен көрсетілген қызметтерден түскен табыстар","Доходы от оказанных услуг учреждениями культуры клубного типа"
"211207","Өткізілген қойылымдарға келген адамдардың саны","Число зрителей на проведенных мероприятиях"
"21120701","өткізілген қойылымдарға келген балалардың саны","число зрителей - детей на проведенных мероприятиях"
"211208","Мәдени-демалыс құралымдарының саны","Число культурно-досуговых формирований"
"211209","Мәдени-демалыс құралымдары қатысушыларының саны","Число участников культурно-досуговых формирований"
"211210","Онлайн режимде өткізілген мәдени-бұқаралық іс-шаралар саны","Число культурно-массовых мероприятий, проведенных в он-лайн режиме"
"211211","Онлайн режимде өткізілген мәдени-бұқаралық іс-шараларға келген көрермендердің саны","Число зрителей на культурно-массовых мероприятиях, проведенных в он-лайн режиме"
"212101","Оқу кітапханаларын қоса санағандағы кітапханалардың саны","Число библиотек с учетом учебных библиотек"
"21210101","Ғылыми, әмбебап, арнайы және өзге де кітапханалар саны","Число научных, универсальных, специальных и прочих библиотек"
"21210102","балаларға арналған кітапханалардың саны","число библиотек для детей"
"212102","Кітапхана ғимараттарының (үй-жайларының) саны","Число зданий (помещений) библиотек"
"212103","Кітапхана ғимараттарының (үй-жайларының) жалпы алаңы","Общая площадь зданий (помещений) библиотек"
"212104","Әдебиеттерді беру пункттерінің саны","Число пунктов выдачи литературы"
"212105","Кітапханалардағы жылжымалы пункттердің саны","Число передвижных пунктов библиотек"
"212106","Кітапханалардың оқу залдарындағы орындар саны","Число мест в читальных залах библиотек"
"212201","Кітапханалардағы пайдаланушылар саны","Число пользователей библиотек"
"21220101","кітапханалардағы пайдаланушы балалар саны","число пользователей детей в библиотеках"
"21220102","Кітапханалардың Интернет-ресурсын (порталын) пайдаланушылар саны","Число пользователей интернет-ресурса (портала) библиотек"
"212203","Кітапханаға келушілер саны","Число посещений библиотек"
"21220301","Кітапханалардың интернет-ресурсына (порталына) қатынау саны","Число посещений интернет-ресурса (портала) библиотек"
"212205","Интернет желісіне қатынау мүмкіндігі бар кітапханалар саны","Число библиотек с доступом в сеть Интернет"
"21220501","Интернет желісіне сымсыз технология (Wi-Fi) арқылы қатынау мүмкіндігі бар","число библиотек с доступом в сеть Интернет посредством беспроводных технологий (Wi-Fi)"
"212206","Кітапханалардағы компьютерлер саны","Число компьютеров в библиотеках"
"21220601","кітапханалардағы Интернет желісіне сымсыз технология арқылы қатынау мүмкіндігі бар компьютерлер саны","число компьютеров в библиотеках с доступом в сеть Интернет посредством локальной сети"
"21220602","кітапханалардағы пайдаланушыларға арналған компьютерлер саны","число компьютеров для пользователей в библиотеках"
"212207","Кітапханалардағы көшірме-көбейту техникаларының саны","Число копировально-множительной техники в библиотеках"
"21220701","Кітапханалардағы кәсібі кітаптық сканерлер саны","Число профессиональных книжных сканеров в библиотеках"
"212208","Кітапханалардағы интернет-ресурстардың саны","Число интернет-ресурсов в библиотеках"
"212209","Кітапханалардағы телефон нөмірлерінің саны","Число номеров телефонов в библиотеках"
"212210","Кітапханалардағы көлік құралдарының саны","Число транспортных средств в библиотеках"
"212211","Кітапханалар көрсеткен қызметтерден түскен табыстар","Доходы от оказанных услуг библиотеками"
"212212","Кітапхананың электронды каталогының көлемі","Объем электронного каталога библиотеки"
"212213","Кітапхана жұмысшыларының саны","Численность библиотечных работников"
"212214","Кітапханаларда жұмыс істейтін зейнеткерлер","Работающие пенсионеры в библиотеках"
"212215","Жалпы кітапхана қорынан цифрлық форматтағы құжаттар саны","Число документов из общего библиотечного фонда в цифровом формате "
"212301","Мемлекеттік, орыс және басқа да тілдердегі басылым түрлері бойынша жылдың басында бары","Состоит на начало года по видам изданий на государственном, русском и других языках"
"21230101","мемлекеттік, орыс және басқа да тілдердегі басылым атаулары бойынша жылдың басында бары","состоит на начало года по названиям изданий на государственном, русском и других языках"
"212302","Мемлекеттік, орыс және басқа да тілдердегі басылым түрлері бойынша жыл ішінде келіп түскені","Поступило в течение года по видам изданий на государственном, русском и других языках"
"21230201","мемлекеттік, орыс және басқа да тілдердегі басылым атаулары бойынша жыл ішінде келіп түскені","поступило в течение года по названиям изданий на государственном, русском и других языках"
"212303","Мемлекеттік, орыс және басқа да тілдердегі басылым түрлері бойынша жыл ішінде шығып қалғаны","Выбыло в течение года по видам изданий на государственном, русском и других языках"
"21230301","мемлекеттік, орыс және басқа да тілдердегі басылым атаулары бойынша жыл ішінде шығып қалғаны","выбыло в течение года по названиям изданий на государственном, русском и других языках"
"212304","Мемлекеттік, орыс және басқа да тілдердегі басылым түрлері бойынша жылдың соңында бары","Состоит на конец года по видам изданий на государственном, русском и других языках"
"21230401","мемлекеттік, орыс және басқа да тілдердегі басылым атаулары бойынша жылдың соңында бары","состоит на конец года по названиям изданий на государственном, русском и других языках"
"212305","Кітапханалардан басылым түрлері бойынша себептерге байланысты жыл ішінде шығып қалғаны","Выбыло в течение года по видам изданий по причинам из библиотек"
"212306","Кітапханалардағы жыл соңына білім салалары бойынша бары","Состоит на конец года по отраслям знаний в библиотеках"
"21230601","кітапханалардағы жыл соңына білім салалары бойынша бары - балаларға арналғаны","состоит на конец года по отраслям знаний в библиотеках- для детей"
"212307","Кітапханалардағы басылым түрлері бойынша жыл ішінде берілгені","Выдано в течение года по видам изданий в библиотеках"
"21230701","кітапханалардағы басылым түрлері бойынша жыл ішінде балаларға берілгені","выдано в течение года по видам изданий детям в библиотеках"
"213101","Кино көрсетуді жүзеге асыратын ұйымдардың болуы","Наличие организаций, осуществляющих кинопоказ"
"213102","Кинотеатрлар саны","Число кинотеатров"
"21310201","цифрлық жабық кинотеатрлар саны","число крытых цифровых кинотеатров"
"213103","Кинотеатрлардың жалпы алаңы","Общая площадь кинотеатров"
"213104","Кинотеатрлардағы кинозалдар саны","Число кинозалов в кинотеатрах"
"21310401","жалпы кинозалдар санынан жабық кинотеатрлардағы кинозалдар саны","из общего числа кинозалов число кинозалов в крытых кинотеатрах"
"213104011","жабық кинотеатрлардағы кинозалдардың жалпы санынан жабық кинотеатрлардағы цифрлық кинозалдар саны","из общего числа кинозалов в крытых кинотеатрах цифровые кинозалы в крытых кинотеатрах"
"2131040112","одан көп залды жабық кинотеатрларда сандық кинозалдар саны","число цифровых кинозалов в многозальных крытых кинотеатрах"
"213104012","одан көп залды жабық кинотеатрлардағы кинозалдар саны","число кинозалов в многозальных крытых кинотеатрах"
"213105","Кинозалдардағы орындар саны","Число мест в кинозалах"
"21310501","жабық кинотеатрлардың кинозалдарындағы орындар саны","число мест в кинозалах крытых кинотеатров"
"213105011","көп залды жабық кинотетрлардағы орындар саны","число мест в многозальных крытых кинотеатрах"
"213106","Тұрақты киноқондырғылардың саны","Число стационарных киноустановок"
"213107","Жылжымалы киноқондырғылардың саны","Число передвижных киноустановок "
"213201","Киносеанстар саны","Число киносеансов"
"21320101","балаларға арнап көрсетілген киносеанстар саны","число проведенных киносеансов для детей"
"213202","Киноға келушілер саны","Число посетителей кино"
"21320201","кинотеатрлардағы киносеанстарға келуші балалар саны","число посетителей-детей киносеансов  в кинотеатрах"
"213203","Көрсетілген қызметтерден түскен табыстар","Доход от оказанных услуг"
"213204","Озық бес елдің толық метражды фильмдерін көрсеткен, шығарылған елдері бойынша келушілер саны","Число посетителей по стране происхождения демонстрировавшихся полнометражных фильмов 5-ти ведущих стран"
"213206","Көрсетілген толық метражды фильмдердің саны","Число показанных полнометражных фильмов"
"21320601","алғашқы толық метражды фильмдер қойылымдарының саны","число премьерных показов полнометражных фильмов"
"213207","Прокатка таратылған фильмдердің саны","Число запущенных в прокат фильмов"
"213301","Жасап шығарылған фильмдер саны","Число созданных фильмов"
"213302","Ұлттық толықметражды фильмдер саны","Число национальных полнометражных фильмов"
"21330201","ұлттық толық метражды видео-форматта құрылған фильмдер саны","число национальных полнометражных фильмов, созданных в видео-формате"
"213303","Елдер бойынша бірлесіп жасап шығарылған толықметражды фильмдер саны","Число совместно созданных полнометражных фильмов по странам"
"213304","Кинофильмдерді өндіруді жүзеге асыратын ұйымдар саны","Число организаций осуществляющих производство кинофильмов"
"214101","Музейлер саны","Число музеев"
"214201","Негізгі қор экспонаттарының саны","Число экспонатов основного фонда"
"21420101","негізгі қордың электронды форматтағы экспонаттарының саны","число экспонатов основного фонда в электронном формате"
"21420102","жыл ішінде көрмеге қойып көрсетілген экспонаттар саны","число экспонатов, экспонировавшихся в течение года"
"21420103","жаңғыртуды талап ететін экспонаттар саны","число экспонатов, требующих реставрации"
"21420104","цифрлық форматтағы экспонаттар саны","число экспонатов в цифровом формате"
"214202","Келушілер саны","Число посетителей"
"21420201","келуші балалар саны","число посетителей - детей"
"21420203","онлайн режимде өткізілген музейдегі іс-шараларға келушілер саны","число посещений мероприятий музея, проведенных в он-лайн режиме"
"214203","Экскурсиялар саны","Число экскурсий"
"214204","Музейлердегі компьютерлер саны","Число компьютеров в музеях"
"21420401","мұражайлардағы, қорық-мұражайлардағы жергілікті желі арқылы Интернет желісіне қатынау мүмкіндігі бар компьютерлер саны","число компьютеров в музеях, заповедниках-музеях с доступом в сеть Интернет посредством локальной сети"
"214205","Интернет желісіне қол жетімділігі бар музейлер саны","Число музеев с доступом в сеть интернет"
"21420501","Интернет желісіне сымсыз технология (WiFi) арқылы қатынау мүмкіндігі бар музейлер саны","число музеев с доступом в сеть Интернет посредством беспроводных технологий (Wi-Fi)"
"214206","Дәрістер саны","Число лекций"
"214207","Мұражайларда көрсетілген қызметтен түскен табыстар","Доходы от оказанных услуг музеями"
"21420701","өткізілген экскурсиялардан түскен табыстар","доходы от проведенных экскурсий"
"214208","Ғылыми-қосалқы қор экспонаттарының саны","Число экспонатов научно-вспомогательного фонда"
"214209","Электронды форматқа енгізілген жәдігерлер саны","Число экспонатов, внесенных в электронный формат"
"214210","Музейдің интернет-ресурсының болуы","Наличие интернет-ресурса музея"
"214211","Жыл ішінде келіп түскен экспонаттар саны","Число экспонатов, поступивших за год"
"214212","Музей ғимараттарының (үй-жайларының) саны","Число зданий (помещений) музеев"
"21421201","мүгедектер мен мүмкіндігі шектеулі адамдар үшін қол жетімді музейлер ғимараттарының (үй-жайларының) саны","число зданий (помещений) музеев, доступных для инвалидов и лиц с ограниченными возможностями "
"214214","Қорық–музейлердің тарих және мәдениет ескерткіштер саны","Число памятников истории и культуры заповедника–музея"
"214215","Жыл ішінде шығып қалған экспонаттар саны","Число экспонатов, выбывших за год"
"214216","Музейде өткізілген басқа іс-шаралар саны","Число других мероприятий, проведенных в музее"
"214217","Онлайн режимде өткізілген музейдегі іс-шаралар саны","Число мероприятий музея, проведенных в он-лайн режиме"
"214301","Көрмелер саны","Число выставок "
"21430101","музейде өткізілген көрмелер саны","число выставок проведенных в музее"
"214301011","жеке меншік қорлардан музейде өткізілген көрмелер саны","число выставок проведенных в музее из собственных фондов"
"214301012","басқа да қорларды тарту арқылы музейде өткізілген көрмелер саны","число выставок проведенных в музее с привлечением других фондов"
"21430102","музейден тыс өткізілген көрмелер саны","число выставок проведенных вне музея"
"214301021","шет елде музейден тыс өткізілген көрмелер саны","число выставок проведенных вне музея за рубежом"
"214302","Онлайн режимде өткізілген музейдегі көрмелер саны","Число выставок музея, проведенных в режиме он-лайн"
"215101","Театрлар саны","Число театров"
"215102","Көрермендер залдарындағы орындар саны","Число мест в зрительных залах"
"215103","Цирктер саны","Число цирков"
"215104","Ғимараттардың (үй-жайларының) саны","Число зданий (помещений)"
"215201","Спектакльдер (қойылымдар) саны","Число спектаклей (представлений)"
"21520101","балаларға арналған спектакльдер (қойылымдар) саны","число спектаклей (представлений) для детей"
"21520102","театрдың (цирктің) өз күшімен өткізілгені спектаклдердің саны","Число спектаклей (представлений), проведенных силами своего театра (цирка)"
"21520103","Театр (цирк) алаңында бөгде ұйымдардың күшімен өткізілгені спектаклдердің саны","Число спектаклей (представлений), проведенных силами сторонних организаций на площадке театра (цирка)"
"215202","Өз қаласының шегінен тыс жерлерге гастрольдік және көшпелі спектакльдер (қойылымдар)","Гастрольные и выездные спектакли (представления) за пределами своего города"
"21520201","шетелге гастрольдік және көшпелі спектакльдер","гастрольные и выездные спектакли за рубежом"
"215203","Есепті жылдағы жаңа қойылымдардың саны","Число новых постановок за отчетный год"
"215204","Көрермендер саны","Число зрителей"
"21520401","көрермендер саны – балалар","число зрителей - детей"
"215204011","театрдың (цирктің) өз күшімен өткізген спектакльдерінде (қойылымдарында) балалар көрермендер саны","число зрителей - детей на спектаклях (представлениях), проведенных силами своего театра (цирка)"
"215204012","театр (цирк) алаңында бөгде ұйымдар өткізген спектакльдерде (қойылымдарда), балалар көрермендердің саны","число зрителей - детей на спектаклях (представлениях), проведеных силами сторонних организаций на площадке театра (цирка)"
"21520402","театрдың (цирктің) өз күшімен өткізген спектакльдерінде (қойылымдарында), көрермендер саны","число зрителей на спектаклях (представлениях), проведенных силами своего театра (цирка)"
"21520403","театр (цирк) алаңында бөгде ұйымдар өткізген спектакльдерде (қойылымдарда), көрермендердің саны","число зрителей на спектаклях (представлениях), проведенных силами сторонних организаций на площадке театра (цирка)"
"215205","Театрлар (цирктер) көрсеткен қызметтен түскен табыстар","Доходы от оказанных услуг театрами (цирками)"
"215206","Интернет желісіне қатынау мүмкіндігі бар театрлар (цирктер) саны","Число театров (цирков) с доступом в сеть Интернет"
"21520601","интернет желісіне сымсыз технология (WiFi) арқылы қатынау мүмкіндігі бар театрлар (цирктер) саны","число театров (цирков) с доступом в сеть Интернет посредством беспроводных технологий (WiFi)"
"215207","Театрлардағы (цирктердегі) компьютерлер саны","Число компьютеров в театрах (цирках)"
"21520701","театрлардағы (цирктердегі) жергілікті желі  арқылы Интернет желісіне қосылу мүмкіндігі бар компьютерлер саны","число компьютеров в театрах (цирках) с доступом в сеть Интернет посредством локальной сети"
"215208","Театрлардың (цирктердің) интернет-ресурсының болуы","Наличие интернет-ресурса театров (цирков)"
"215209","Есептік жылы қойылған спектакльдер (театр репертуары) саны","Число поставленных спектаклей (репертуар театра) за отчетный год"
"215301","Театрлар саны","Число театров"
"215302","Театр ғимараттарының (үй-жайларының) саны","Число зданий (помещений) театров"
"21530201","мүгедектер мен мүмкіндігі шектеулі адамдар үшін қол жетімді театрлар ғимараттарының (үй-жайларының) саны","число зданий (помещений) театров, доступных для инвалидов и лиц с ограниченными возможностями "
"215303","Театрдағы көрермендер залдарындағы орындар саны","Число мест в зрительных залах театров"
"215304","Өз театрының алаңында өткізілген іс-шаралар саны","Число мероприятий, проведенных на площадке своего театра"
"21530401","өз театрының алаңында балаларға арнап өткізілген іс-шаралар саны","число мероприятий для детей, проведенных на площадке своего театра"
"21530402","өз театрының күшімен өткізілген іс-шаралар саны","число мероприятий, проведенных силами своего театра"
"21530403","театр алаңында бөгде ұйымдардың күшімен өткізілген іс-шаралар саны","число мероприятий, проведенных силами сторонних организаций на площадке театра"
"215305","Шет елде өткізілген гастрольдер саны","Число гастролей, проведенных за рубежом"
"215306","Есепті жылғы жаңа қойылымдардың саны","Число новых постановок за отчетный год"
"215307","Есептік жылы өткізілген спектакльдер (театр репертуары) саны","Число проведенных спектаклей (репертуар театра) за отчетный год"
"215308","Өз театрының алаңында өткізілген іс-шаралардағы көрермендер саны","Число зрителей, на мероприятиях проведенных на площадке своего театра"
"21530801","өз театрының алаңында өткізілген іс-шаралардағы көрермен балалар саны","число зрителей – детей, на мероприятиях проведенных на площадке своего театра"
"215308011","өз театрының күшімен өткізілген іс-шаралардағы көрермен балалардың саны","число зрителей - детей на мероприятиях, проведенных силами своего театра"
"215308012","театр алаңында бөгде ұйымдар өткізген іс-шаралардағы көрермен балалардың саны","число зрителей - детей на мероприятиях, проведенных силами сторонних организаций на площадке театра"
"21530802","өз театрының күшімен өткізілген іс-шаралардағы көрермендер саны","число зрителей на мероприятиях, проведенных силами своего театра"
"21530803","театр алаңында бөгде ұйымдардың күшімен өткізілген іс-шаралардағы көрермендер саны","число зрителей на мероприятиях, проведенных силами сторонних организаций на площадке театра"
"215309","Интернет желісіне қатынау мүмкіндігі бар театрлар саны","Число театров с доступом в сеть Интернет"
"21530901","интернет желісіне сымсыз технология (WiFi) арқылы қатынау мүмкіндігі бар театрлар саны","число театров с доступом в сеть Интернет посредством беспроводных технологий (WiFi)"
"215310","Театрлардағы компьютерлер саны","Число компьютеров в театрах"
"215311","Театрлардың интернет-ресурсының болуы","Наличие интернет-ресурса театров"
"215312","Қазақстан бойынша өз аумағы шегінен тыс өткізілген іс-шаралар саны","Число мероприятий, проведенных за пределами своей территории по Казахстану"
"21531201","Қазақстан бойынша өз аумағы шегінен тыс балаларға арнап өткізілген іс-шаралар саны","число мероприятий для детей, проведенных за пределами своей территории по Казахстану"
"21531202","онлайн режимде театрда өткізілген іс-шаралар саны","число мероприятий, проведенных театром в он-лайн режиме"
"215313","Қазақстан бойынша өз аумағы шегінен тыс өткізілген іс-шаралардағы көрермендер саны","Число зрителей  на мероприятиях, проведенных за пределами своей территории по Казахстану "
"21531301","Қазақстан бойынша өз аумағы шегінен тыс өткізілген іс-шаралардағы көрермен балалар саны ","число зрителей – детей на мероприятиях, проведенных за пределами своей территории по Казахстану"
"21531302","онлайн режимде театрда өткізілген іс-шаралардағы көрермендер саны","число зрителей на мероприятиях, проведенных театром в он-лайн режиме"
"215314","Театрдың өткізген іс-шараларының саны","Число мероприятий, проведенных театром"
"21531401","балаларға арнап өткізілген іс-шаралар саны","число мероприятий,  проведенных театром для детей"
"215315","Театрдың өткізген іс-шараларындағы көрермендер саны","Число зрителей на мероприятиях, проведенных театром"
"21531501","балаларға арнап өткізілген іс-шаралардағы көрермен балалар саны","число зрителей-детей на мероприятиях, проведенных театром"
"215401","Цирктер саны","Число цирков"
"215402","Цирк ғимараттардың (үй-жайларының) саны","Число зданий (помещений) цирков"
"21540201","мүгедектер және мүмкіндігі шектеулі адамдар үшін қол жетімді цирктегі ғимараттар (үй-жайлар) саны","число зданий (помещений) цирков, доступных для инвалидов и лиц с ограниченными возможностями "
"215403","Цирк көрермендер залдарындағы орындар саны","Число мест в зрительных залах цирка"
"215404","Цирктің іс-шаралар саны","Число мероприятий цирка"
"21540401","балаларға арналған цирк іс-шараларының саны","число мероприятий цирка для детей"
"21540402","цирктің өз күшімен өткізілген іс-шаралар саны","число мероприятий, проведенных силами своего цирка"
"21540403","цирк алаңында бөгде ұйымдардың күшімен өткізілген іс-шаралар саны","число мероприятий, проведенных силами сторонних организаций на площадке цирка"
"215405","Өз қаласының шегінен тыс жерлерге гастрольдік және көшпелі қойылымдар","Гастрольные и выездные представления за пределами своего города"
"21540501","шетелге гастрольдік және көшпелі спектакльдер","гастрольные и выездные представления за рубежом"
"215406","Есепті жылдағы жаңа қойылымдардың саны","Число новых представлений за отчетный год"
"215407","Цирктегі көрермендер саны","Число зрителей цирка"
"21540701","циркті көрермендер саны – балалар","число зрителей цирка - детей"
"215407011","цирктің өз күшімен өткізілген іс-шаралардағы көрермендер балалар саны","число зрителей - детей на мероприятиях, проведенных силами своего цирка"
"215407012","цирк алаңында бөгде ұйымдардың күшімен өткізілген іс-шаралардағы көрермен балалар саны","число зрителей - детей на мероприятиях, проведенных силами сторонних организаций на площадке цирка"
"21540702","цирктің өз күшімен өткізілген іс-шаралардағы көрермендер саны","число зрителей на мероприятиях, проведенных силами своего цирка"
"21540703","цирк алаңында бөгде ұйымдардың күшімен өткізілген іс-шаралардағы көрермендер саны","число зрителей на мероприятиях, проведенных силами сторонних организаций на площадке цирка"
"215408","Интернет желісіне қол жетімділігі бар цирктер саны","Число цирков с доступом в сеть Интернет"
"21540801","интернет желісіне сымсыз технологиялар (WiFi) арқылы қол жетімділігі бар цирктер саны","число цирков с доступом в сеть Интернет посредством беспроводных технологий (WiFi)"
"215409","Цирктердегі компьютерлер саны","Число компьютеров в цирках"
"215410","Цирктердің интернет-ресурсының болуы","Наличие интернет-ресурса цирков"
"216101","Хайуанаттар парктерінің саны","Число зоопарков"
"21610101","қатынасты хайуанаттар парктерінің саны","число контактных зоопарков"
"216102","Хайуанаттар парктері аумақтарының жалпы алаңы","Общая площадь территории зоопарков"
"216103","Хайуанаттар парктеріндегі жануарлар, құстар, балықтарға арналған үй-жайлардың жалпы алаңы","Общая площадь помещений для животных, птиц, рыб в зоопарках"
"216104","Жануарлар, құстар, балықтарға арналған үй-жайлардың саны","Число помещений для животных, птиц, рыб"
"216105","Океанариумдар саны","Число океанариумов"
"216106","Океанариумдар аумақтарының жалпы алаңы","Общая площадь океанариумов"
"216201","Океанариум, хайуанаттар паркіне келушілердің саны","Число посетителей зоопарков, океанариумов"
"216202","Океанариум, хайуанаттар парктерінде өткізілген экскурсиялар саны","Число проведенных экскурсий в зоопарках, океанариумах"
"216203","Океанариумда, хайуанаттар парктерінде ұйымдастырылған көрмелер саны","Число организованных выставок в зоопарках, океанариумах"
"216204","Океанариум, хайуанаттар парктеріндегі жануарлар құстар, балықтардың саны","Число экземпляров животных птиц, рыб в зоопарках, океанариумах"
"216205","Океанариумс, хайуанаттар парктеріндегі жануарлар, құстар, балықтардың түрлерінің саны","Число видов животных птиц, рыб в зоопарках, океанариумах"
"216206","Хайуанаттар паркі көрсеткен қызметтерден түскен табыстар","Доходы от оказанных услуг зоопарками"
"21620601","хайуанаттар паркі өткізген экскурсиялардан түскен табыстар","доходы от проведенных экскурсий зоопарками"
"217101","Ойын-сауық және демалыс саябақтарының саны","Число парков развлечений и отдыха"
"21710101","ашық аспан астында орналасқан саябақтар саны","число парков, расположенных под открытым небом"
"21710102","үй-жайда орналасқан саябақтар саны","число парков, расположенных в помещении"
"217102","Ашық аспан астында орналасқан саябақтар алаңы","Площадь парков, расположенных под открытым небом"
