"CODE","NAME_KZ","NAME_RU"
"46610","Ауыл шаруашылығы техникасын, құрал-жабдықтарды және олардың тетіктерін және құрал – саймандарды көтерме саудада сату","Оптовая торговля сельскохозяйственной техникой, оборудованием,  деталями и принадлежностями к ним"
"4662",Станоктарды көтерме саудада сату,Оптовая торговля станками
"46620",Станоктарды көтерме саудада сату,Оптовая торговля станками
"4663",Кен өндіру өнеркәсібіне және құрылысқа арналған машиналар мен жабдықтарды көтерме саудада сату,Оптовая торговля машинами и оборудованием для горнодобывающей промышленности и строительства 
"46630",Кен өндіру өнеркәсібіне және құрылысқа арналған машиналар мен жабдықтарды көтерме саудада сату,Оптовая торговля машинами и оборудованием для горнодобывающей промышленности и строительства 
"4664","Тоқыма өнеркәсібіне, тігін және өру машиналарға арналған машина мен жабдықтарды көтерме саудада сату ",Оптовая торговля машинами и оборудованием для текстильной промышленности и швейными и вязальными машинами
"46640","Тоқыма өнеркәсібіне, тігін және өру машиналарға арналған машина мен жабдықтарды көтерме саудада сату ",Оптовая торговля машинами и оборудованием для текстильной промышленности и швейными и вязальными машинами
"4665",Кеңсе жиһаздарын көтерме саудада сату,Оптовая торговля офисной мебелью
"46650",Кеңсе жиһаздарын көтерме саудада сату,Оптовая торговля офисной мебелью
"4666",Өзге де кеңсе машиналары мен құрал-жабдықтарды көтерме саудада сату,Оптовая торговля прочими офисными машинами и оборудованием
"46660",Өзге де кеңсе машиналары мен құрал-жабдықтарды көтерме саудада сату,Оптовая торговля прочими офисными машинами и оборудованием
"4669",Өзге де машиналар мен құрал-жабдықтарды көтерме саудада сату,Оптовая торговля прочими машинами и оборудованием
"46690",Өзге де машиналар мен құрал-жабдықтарды көтерме саудада сату,Оптовая торговля прочими машинами и оборудованием
"467",Өзге де мамандырылған көтерме саудада сату,Прочая специализированная оптовая торговля 
"4671","Қатты, сұйық және газ тәрізді отынды және сол сияқты бұйымдарды көтерме саудада сату","Оптовая торговля твердым, жидким и газообразным топливом и подобными продуктами"
"46711",Шикі мұнай мен ілеспе газды көтерме саудада сату,Оптовая торговля сырой нефтью и попутным газом
"46712",Табиғи (жанатын) газды көтерме саудада сату,Оптовая торговля природным (горючим) газом
"46713",Тас көмірді көтерме саудада сату,Оптовая торговля каменным углем
"46714",Лигнитті (қоңыр көмірді) көтерме саудада сату,Оптовая торговля лигнитом (бурым углем)
"46715",Авиация бензинін және жермайды көтерме саудада сату,Оптовая торговля авиационным бензином и керосином
"46716",Автомобиль бензинін көтерме саудада сату,Оптовая торговля автомобильным бензином
"46717",Дизель отынын көтерме саудада сату,Оптовая торговля дизельным топливом
"46718",Отын мазутын көтерме саудада сату,Оптовая торговля мазутом топочным
"46719",Өзге де отынды көтерме саудада сату,Оптовая торговля прочим топливом
"4672",Металды  және металл рудаларын көтерме саудада сату,Оптовая торговля металлами и металлическими рудами
"46721",Қара және түсті металл кендерін көтерме саудада сату,Оптовая торговля рудами черных и цветных металлов
"46722","Шойын, болат және олардың құймасын көтерме саудада сату","Оптовая торговля чугуном, сталью и их литьем"
"46723","Сирек кездесетін, сирек жерлі және түсті металдарды және олардың құймасын көтерме саудада сату","Оптовая торговля редкими, редкоземельными и цветными металлами и их литьем"
"46724",Асыл металдарды көтерме саудада сату,Оптовая торговля драгоценными металлами
"4673","Ағаш материалдарын, құрылыс материалдарын және сантехникалық құрал-жабдықтарды көтерме саудада сату","Оптовая торговля лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
"46731",Табақ шыныны көтерме саудада сату,Оптовая торговля листовым стеклом 
"46732","Цемент, құм және қиыршық тасты көтерме саудада сату","Оптовая торговля цементом, песком и гравием"
"46733","Бетон, цемент, ғаныштан және осыларға ұқсас материалдардан жасалған бұйымдарды көтерме саудада сату","Оптовая торговля изделиями из бетона, цемента, гипса и аналогичных материалов"
"46734","Лак-бояу өнімдерін, тұсқағаздар мен еден төсемдерін көтерме саудада сату","Оптовая торговля лакокрасочной продукцией, обоями и напольными покрытиями"
"46735",Сүрек және сүректі өңдеу өнімдерін көтерме саудада сату,Оптовая торговля древесиной и продукцией обработки древесины
"46736",Құрылыстық металл конструкцияларын көтерме саудада сату,Оптовая торговля строительными металлическими конструкциями
"46737",Сантехникалық жабдықты көтерме саудада сату,Оптовая торговля санитарно-техническим оборудованием
"46738",Қабырға блоктарын көтерме саудада сату,Оптовая торговля стеновыми блоками
"4674","Қапсырмалы металл бұйымдарды, су құбырын және жылытатын құрал-жабдықтар мен мүліктерді көтерме саудада сату","Оптовая торговля скобяными изделиями, водопроводным и отопительным оборудованием и  инвентарем"
"46740","Қапсырмалы металл бұйымдарды, су құбырын және жылытатын құрал-жабдықтар мен мүліктерді көтерме саудада сату","Оптовая торговля скобяными изделиями, водопроводным и отопительным оборудованием и  инвентарем"
"4675",Химиялық өнімді көтерме саудада сату,Оптовая торговля химической продукцией
"46751",Химиялық заттарды және химиялық өнімдерді көтерме саудада сату,Оптовая торговля химическими веществами и химическими продуктами
"46752",Резеңке техникалық бұйымдарды көтерме саудада сату,Оптовая торговля резинотехническими изделиями
"46753",Минералды тыңайтқыштарды көтерме саудада сату,Оптовая торговля минеральными удобрениями
"46754",Пестицид және өзге де  агрохимиялық өнімдерді көтерме саудада сату,Оптовая торговля пестицидами и прочими агрохимическими продуктами
"4676",Басқа аралық өнімдерді көтерме саудада сату,Оптовая торговля прочими промежуточными продуктами
"46761",Бастапқы түрдегі пластмассалармен және синтетикалық каучукты көтерме саудада сату,Оптовая торговля пластмассами в первичных формах и синтетическим каучуком
"46762",Өзге де аралық өнімдерді көтерме саудада сату,Оптовая торговля прочими промежуточными продуктами
"46763",Асыл тастарды көтерме саудада сату,Оптовая торговля драгоценными камнями
"4677",Қалдықтарды және сынықтарды көтерме саудада сату,Оптовая торговля отходами и ломом
"46771",Қара және түсті металл сынықтары мен қалдықтарын көтерме саудада сату,Оптовая торговля ломом и отходами черных и цветных металлов
"46772",Бағалы металдар мен бағалы тастардың сынықтарын көтерме саудада сату,Оптовая торговля ломом драгоценных металлов и драгоценных камней
"46779",Өзге де металл емес қалдықтар мен сынықтарды көтерме саудада сату,Оптовая торговля прочими неметаллическими отходами и неметаллическим ломом
"469",Мамандандырылмаған көтерме саудада сату,Неспециализированная оптовая торговля
"4690",Мамандандырылмаған көтерме саудада сату,Неспециализированная оптовая торговля
"46901",Жартылай асыл тастарды көтерме саудада сату,Оптовая торговля полудрагоценными камнями
"46902",Еменді көтерме саудада сату,Оптовая торговля мореным дубом
"46903","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілерінде қандай да бір нақтылаусыз тауарлардың кең ассортиментін көтерме саудада сату, көтерме азық-түлікті тарату орталықтарын қоса алғанда","Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации в торговых объектах с торговой площадью более 2000 кв.м (2000 кв.м и выше), включая оптово-продовольственные распределительные центры"
"46904",Бұрын пайдалануда болған жабдықтармен және материалдарды көтерме саудада сату  ,"Оптовая торговля оборудованием и материалами, бывшими в употреблении"
"46905",Көміртегі бірліктерімен көтерме саудада сату,Оптовая торговля углеродными единицами
"46908",Басқа топтамаларға енгізілмеген тауарларды мамандандырылған көтерме саудада сату,"Специализированная оптовая торговля товарами, не включенными в другие группировки"
"46909",Қандай да бір нақтылаусыз тауарлардың кең ассортиментін көтерме саудада сату,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации
"47","Автомобильдер мен мотоциклдерді сатудан басқа, бөлшек саудада сату","Розничная торговля, кроме торговли автомобилями и мотоциклами"
"471",Мамандандырылмаған дүкендердегі бөлшек саудада сату,Розничная торговля в неспециализированных магазинах
"4711","Мамандандырылмаған дүкендерде көбінесе тамақ өнімдерін, сусындар мен темекі өнімдерін бөлшек саудада сату","Розничная торговля в неспециализированных магазинах преимущественно продуктами питания, напитками и табачными изделиями"
"47111","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылмаған дүкендерде көбінесе тамақ өнімдерін, сусындар мен темекі өнімдерін бөлшек саудада сату","Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м "
"47112","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылмаған дүкендерде көбінесе тамақ өнімдерін, сусындар мен темекі өнімдерін бөлшек саудада сату","Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями, в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4719",Мамандандырылмаған дүкендердегі өзге де бөлшек саудада сату ,Прочая розничная торговля в неспециализированных магазинах
"47191",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылмаған дүкендердегі өзге де бөлшек саудада сату ,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м "
"47192",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылмаған дүкендердегі өзге де бөлшек саудада сату,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"472","Мамандандырылған дүкендерде сусындарды, тамақ өнімдерін және темекі өнімдерін бөлшек саудада сату","Розничная торговля продуктами питания, напитками и табачными изделиями в специализированных магазинах"
"4721",Мамандандырылған дүкендерде жеміс-жидектер мен көкөністерді бөлшек саудада сату,Розничная торговля фруктами и овощами в специализированных магазинах
"47211",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде жеміс-жидектер мен көкөністерді бөлшек саудада сату,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47212",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде жеміс-жидектер мен көкөністерді бөлшек саудада сату,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4722",Мамандандырылған дүкендерде ет және ет өнімдерін бөлшек саудада сату,Розничная торговля мясом и мясными продуктами в специализированных магазинах
"47221","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде тауық, қыр құсы және олардан жасалған өнімдерді бөлшек саудада сату","Розничная торговля домашней птицей, дичью и изделиями из них в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47222","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде тауық, қыр құсы және олардан жасалған өнімдерді бөлшек саудада сату","Розничная торговля домашней птицей, дичью и изделиями из них в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"47223",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде ет және ет өнімдерін өзге де бөлшек саудада сату,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"47224",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде ет және ет өнімдерін өзге де бөлшек саудада сату,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"4723","Мамандандырылған дүкендерде балық, шаян тәрізділерді және былқылдақ денелілерді бөлшек саудада сату","Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах"
"47231","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде балық, шаян тәрізділерді және былқылдақ денелілерді бөлшек саудада сату ","Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47232","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде балық, шаян тәрізділерді және былқылдақ денелілерді бөлшек саудада сату","Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4724","Мамандандырылған дүкендерде нан-тоқашты, ұннан жасалған және қантты кондитерлік өнімдерді бөлшек саудада сату ","Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах"
"47241","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде нан-тоқашты, ұннан жасалған және қантты кондитерлік өнімдерді бөлшек саудада сату","Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47242","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде нан-тоқашты, ұннан жасалған және қантты кондитерлік өнімдерді бөлшек саудада сату","Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4725",Мамандандырылған дүкендерде сусындарды бөлшек саудада сату,Розничная торговля напитками в специализированных магазинах
"47251",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде сусындарды бөлшек саудада сату ,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47252",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде сусындарды бөлшек саудада сату,"Розничная торговля напитками в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4726",Мамандандырылған дүкендерде темекі өнімдерін бөлшек саудада сату  ,Розничная торговля табачными изделиями в специализированных магазинах
"47261",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде темекі өнімдерін бөлшек саудада сату  ,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47262",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде темекі өнімдерін бөлшек саудада сату,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4729",Мамандырылған дүкендерде тамақ өнімдерін өзге бөлшек саудада сату ,Прочая розничная торговля продуктами питания в специализированных магазинах
"47291",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде тамақ өнімдерін өзге бөлшек саудада сату,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47292",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде тамақ өнімдерін өзге бөлшек саудада сату,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"473",Мамандандырылған дүкендерде жанармайды бөлшек саудада сату ,Розничная торговля топливом в специализированных магазинах
"4730",Мамандандырылған дүкендерде жанармайды бөлшек саудада сату ,Розничная торговля топливом в специализированных магазинах
"47301","Жол бойындағы белдеулерде орналасқандардан басқа, мамандандырылған дүкендерде мотор отынын бөлшек саудада сату","Розничная торговля моторным топливом в специализированных магазинах, за исключением находящихся на придорожной полосе"
"47302",Мамандырылған дүкендерде майлау материалдарын бөлшек саудада сату,Розничная торговля смазочными материалами в специализированных магазинах
"47303",Жол бойындағы белдеулерде орналасқан мамандандырылған дүкендерде жанармайды бөлшек саудада сату  ,"Розничная торговля моторным топливом в специализированных магазинах, находящихся на придорожной полосе"
"474",Мамандырылған дүкендерде компьютерлер және коммуникациялық жабдықтарды бөлшек саудада сату ,Розничная торговля компьютерами и коммуникационным оборудованием в специализированных магазинах
"4741","Мамандандырылған дүкендерде компьютерлер, шалғай жабдықтар мен бағдарламалық қамтамасыз етуді бөлшек саудада сату","Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах"
"47411","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде компьютерлер, шалғай жабдықтар мен бағдарламалық қамтамасыз етуді бөлшек саудада сату","Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47412","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде компьютерлер, шалғай жабдықтар мен бағдарламалық қамтамасыз етуді бөлшек саудада сату","Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4742",Мамандандырылған дүкендерде телекоммуникациялық жабдықтарды бөлшек саудада сату,Розничная торговля телекоммуникационным оборудованием в специализированных магазинах
"47421",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде телекоммуникациялық жабдықтарды бөлшек саудада сату,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47422",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде телекоммуникациялық жабдықтарды бөлшек саудада сату,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4743",Мамандандырылған дүкендерде аудио және бейнеаппаратураны бөлшек саудада сату ,Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах 
"47431",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде аудио және бейнеаппаратураны бөлшек саудада сату,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах,  являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47432",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде аудио және бейнеаппаратураны бөлшек саудада сату,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"475",Мамандандырылған дүкендерде басқа тұрмыстық тауарларды бөлшек саудада сату ,Розничная торговля прочими бытовыми товарами в специализированных магазинах 
"4751",Мамандандырылған дүкендерде тоқыма бұйымдарын бөлшек саудада сату,Розничная торговля текстильными изделиями в специализированных магазинах
"47511",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде тоқыма бұйымдарын бөлшек саудада сату,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47512",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде тоқыма бұйымдарын бөлшек саудада сату,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4752","Мамандандырылған дүкендерде бекітпе бұйымдарды, лак-бояу материалдарын және шыныларды бөлшек саудада сату ","Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах"
"47521","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде бекітпе бұйымдарды, лак-бояу материалдарын және шыныларды бөлшек саудада сату","Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47522","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде бекітпе бұйымдарды, лак-бояу материалдарын және шыныларды бөлшек саудада сату","Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4753","Мамандандырылған дүкендерде кілемдерді, кілем өнімдерін, қабырға және еден жабындарын бөлшек саудада сату ","Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах"
"47531","Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде кілемдерді, кілем өнімдерін, қабырға және еден жабындарын бөлшек саудада сату ","Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47532","Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде кілемдерді, кілем өнімдерін, қабырға және еден жабындарын бөлшек саудада сату","Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4754",Мамандандырылған дүкендерде тұрмыстық электр аспаптарын бөлшек саудада сату,Розничная торговля электрическими бытовыми приборами в специализированных магазинах
"47541",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде тұрмыстық электр аспаптарын бөлшек саудада сату,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47542",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде тұрмыстық электр аспаптарын бөлшек саудада сату,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
"4759","Мамандандырылған дүкендерде жиһаз, жарықтандыру құрал-жабдықтарын және басқа тұрмыстық тауарларды бөлшек саудада сату ","Розничная торговля мебелью, осветительным оборудованием и прочими бытовыми товарами в специализированных магазинах"
"47591",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде жиһазды бөлшек саудада сату ,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47592",Сауда алаңы 2000 ш.м-ден кем сауда объектілері болып табылатын мамандандырылған дүкендерде музыкалық аспаптарды және партитураларды бөлшек саудада сату ,"Розничная торговля музыкальными инструментами и партитурами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
"47593",Сауда алаңы 2000 ш.м-ден астам (2000 ш.м. және жоғары) сауда объектілері болып табылатын мамандандырылған дүкендерде жиһазды бөлшек саудада сату,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
