date,total_loans,overdue_90_plus,npl_ratio_90plus,source,year,brent_price,brent_return,vix,vix_innovation,oil_shock,vix_shock
2019-11-01,14291.926137,1867.078423,13.0638684044579,89176.bin,2019,63.21190476190476,0.05694216964248078,12.5235,-3.5475137561726005,0.5161693005131125,-0.8268769216095146
2019-12-01,14092.329485,1670.086557,11.8510325690132,89176.bin,2019,67.21714285714286,0.061435667137019756,13.756666666666666,-0.20185047421507107,0.5547809098115982,-0.050314822990581876
2020-01-01,14743.02304,1806.205518,12.251256157570245,89179.bin,2020,63.64545454545455,-0.054600407852145594,13.94095238095238,-0.9027299541873361,-0.44229088058251415,-0.2129959997788674
2020-02-01,14509.602879,1956.433185,13.4837128301532,89179.bin,2020,55.657000000000004,-0.13412005321012188,19.628947368421052,4.652985022400392,-1.1255852368935624,1.076541325992689
2020-03-01,14537.627324,1968.138973,13.54,89179.bin,2020,32.01136363636363,-0.5531169025764937,57.73681818181819,38.67802151654807,-4.7259305502474405,8.974094522087608
2020-04-01,15261.023402,2423.615322,15.8810799129132,89179.bin,2020,18.3785,-0.5549094502470759,41.453809523809525,-4.958759979383565,-4.741333507607392,-1.1544413644136728
2020-05-01,14883.465568,2276.019344,15.2922673392246,89179.bin,2020,29.378947368421056,0.46909683878469144,30.897000000000002,-3.8276501720370355,4.057721304226513,-0.8918994013600735
2020-06-01,15068.167394,1886.631114,12.52064079638,89179.bin,2020,40.26681818181818,0.3152494176832419,31.119545454545456,3.9725574148673957,2.7357451548310565,0.9186072345036845
2020-07-01,14992.513034,1953.666982,13.0309506989887,89179.bin,2020,43.24217391304348,0.07128850739800674,26.840454545454545,-0.4662762896044761,0.6394441413144458,-0.1116907143527496
2020-08-01,14858.088988,2141.873386,14.415537474098214,89179.bin,2020,44.736000000000004,0.03396227959431508,22.88952380952381,-1.3456819525850747,0.31870829439476667,-0.3158096138440394
2020-09-01,15181.429018,1975.304682,13.011322449671647,89179.bin,2020,40.90954545454545,-0.0894151255959672,27.64761904761905,6.2483854755655415,-0.7414458886792558,1.4468498178032083
2020-10-01,15306.32492,2021.509956,13.207023675282072,89179.bin,2020,40.18954545454546,-0.01775652253249671,29.438636363636363,4.624049125633505,-0.12569969371095008,1.0698250133141556
2020-11-01,15414.601015,1925.294719,12.490071699724757,89179.bin,2020,42.69238095238095,0.06041357380225998,24.9955,-1.104676796417678,0.5459982925838613,-0.2598698930536574
2020-12-01,15619.400074,1983.891974,12.701460776988355,89179.bin,2020,49.99363636363637,0.15787525231587107,22.37409090909091,-0.5368092317520592,1.383464488329066,-0.12806211964965306
2021-01-01,15792.064484,1528.729252,9.680363536691852,89182.bin,2021,54.774,0.09131990420998637,24.91,3.8807433951896115,0.8115694108504962,0.8972962770657014
2021-02-01,15617.119778,1793.407911,11.483602203822452,89182.bin,2021,62.2765,0.12836851875932886,23.140526315789476,0.2909979474366189,1.1299197897631188,0.06408025277296994
2021-03-01,15373.024452,1733.33452,11.275169212226787,89182.bin,2021,65.41,0.04909100440279346,21.84304347826087,0.2636406815408776,0.4487060104720973,0.05773035619759106
2021-04-01,15792.658074,1671.799849,10.585930760777645,89182.bin,2021,64.8065,-0.00926924500349191,17.416190476190476,-3.2318810747443543,-0.05277043440769723,-0.7536154015980842
2021-05-01,16037.076105,1675.935809,10.450382588615897,89182.bin,2021,68.53421052631579,0.05592713736985733,19.7605,2.2900169319919144,0.5074473573978617,0.5280726653378918
2021-06-01,16730.620712,1638.918355,9.795920804208356,89182.bin,2021,73.1640909090909,0.0653716949119767,16.956818181818182,-2.1964067662091153,0.5886023076913844,-0.513271399726015
2021-07-01,16764.377993,1194.882148,7.1275066005963685,89182.bin,2021,75.1659090909091,0.02699305235918814,17.603333333333335,0.4625870131436969,0.2588232984774172,0.103907800776422
2021-08-01,17059.759157,1272.402159,7.458500130571332,89182.bin,2021,70.74714285714286,-0.060585639547369396,17.472727272727273,-0.1320866590436367,-0.49372062502050557,-0.03412193980076656
2021-09-01,17471.752609,1274.013802,7.291848908985431,89182.bin,2021,74.48863636363636,0.05153442965631161,19.824761904761903,2.3136968085154983,0.46970181192821353,0.5335690028525959
2021-10-01,18084.848325,1225.141112,6.774406342719493,89182.bin,2021,83.53809523809524,0.11465617649212234,17.871428571428574,-1.3279234760002296,1.0120927290310398,-0.3116876928129027
2021-11-01,18337.475972,1168.64413,6.372982474711542,89182.bin,2021,81.05,-0.030236510030031027,18.50047619047619,0.7032238966226636,-0.23293740818400996,0.1597620417717112
2021-12-01,18951.577802,1237.094097,6.527657538137438,89182.bin,2021,74.1704761904762,-0.08870007219663201,21.354545454545455,3.1057637178657664,-0.7353015962842474,0.7174156991680036
2022-01-01,20200.3551,1063.823819,5.27,89185.bin,2022,86.50523809523808,0.15383879213365237,23.181,2.8835716019696385,1.348780097452219,0.6658426742472404
2022-02-01,20045.8613603667,1356.9381703353702,6.76916868744894,89185.bin,2022,97.12899999999999,0.11583502376225052,25.748421052631578,4.1399663057454426,1.022222297428951,0.9574645218848761
2022-03-01,20301.4203471446,1369.77796135475,6.747202599287131,89185.bin,2022,117.24521739130434,0.18822762477388277,26.968695652173913,3.5173499026160755,1.6442755710224823,0.8129489924064226
2022-04-01,20447.7991907024,1340.86946145028,6.557524596876781,89185.bin,2022,104.57526315789474,-0.11436058287844197,24.3735,0.04624296273952311,-0.9557965701992863,0.00727015906485057
2022-05-01,20320.5181403485,1333.23892534253,6.56104788339645,89185.bin,2022,113.33761904761906,0.08046410957677708,29.313636363636363,6.8492068951776055,0.7182880189032466,1.5863065123920792
